1	1	T1
1	2	L14
1	3	L2
1	4	L4
1	5	L5
1	6	L8
1	7	L3
1	8	L12
1	9	L1
1	10	L10
1	11	L7
1	12	L13
1	13	L15
1	14	L11
1	15	L6
1	16	L9
1	17	R3
1	18	R12
1	19	R5
1	20	R8
1	21	R2
1	22	R4
1	23	T2
1	24	R14
1	25	R6
1	26	R9
1	27	R15
1	28	R11
1	29	R7
1	30	R13
1	31	R1
1	32	R10
2	6	C2
2	8	C1
2	9	DWC8
2	10	DWC4
2	11	DWC7
2	12	DWC3
2	13	DWC6
2	14	DWC2
2	15	DWC5
2	16	DWC1
