T1	-1	-1
L14	4	1
L2	5	1
L4	3	1
L5	2	1
L8	3	2
L3	1	1
L12	2	2
L1	5	2
L10	5	3
L7	4	2
L13	4	3
L15	1	3
L11	3	3
L6	1	2
L9	2	3
R3	1	1
R12	2	2
R5	2	1
R8	3	2
R2	5	1
R4	3	1
T2	-1	-1
R14	4	1
R6	1	2
R9	2	3
R15	1	3
R11	3	3
R7	4	2
R13	4	3
R1	5	2
R10	5	3
C2	-1	-1
C1	-1	-1
DWC8	-1	-1
DWC4	-1	-1
DWC7	-1	-1
DWC3	-1	-1
DWC6	-1	-1
DWC2	-1	-1
DWC5	-1	-1
DWC1	-1	-1
